,symbol,price,timestamp
46156,DOGEUSDT,0.08332,2023-12-01 13:30:01.755809+00:00
46157,LTCUSDT,71.51,2023-12-01 13:30:06.693744+00:00
46158,BTCUSDT,38424.24,2023-12-01 13:30:15.313808+00:00
46159,LTCUSDT,71.51,2023-12-01 13:30:22.125819+00:00
46160,ETHUSDT,2090.37,2023-12-01 13:30:29.754224+00:00
46161,DOGEUSDT,0.08334,2023-12-01 13:30:32.610369+00:00
46162,LTCUSDT,71.52,2023-12-01 13:30:37.288924+00:00
46163,ETHUSDT,2090.48,2023-12-01 13:30:44.727674+00:00
46164,ETHUSDT,2090.76,2023-12-01 13:30:14.314749+00:00
46165,DOGEUSDT,0.08335,2023-12-01 13:30:17.381639+00:00
46166,BTCUSDT,38428.43,2023-12-01 13:30:45.892942+00:00
46167,ETHUSDT,2090.48,2023-12-01 13:30:59.752151+00:00
46168,LTCUSDT,71.51,2023-12-01 13:31:07.739159+00:00
46169,DOGEUSDT,0.08339,2023-12-01 13:31:18.859085+00:00
46170,LTCUSDT,71.51,2023-12-01 13:31:23.372077+00:00
46171,ETHUSDT,2090.11,2023-12-01 13:31:30.947906+00:00
46172,DOGEUSDT,0.08337,2023-12-01 13:31:02.838225+00:00
46173,LTCUSDT,71.53,2023-12-01 13:31:39.066245+00:00
46174,BTCUSDT,38435.72,2023-12-01 13:31:47.082611+00:00
46175,BTCUSDT,38433.58,2023-12-01 13:31:01.801631+00:00
46176,ETHUSDT,2090.41,2023-12-01 13:31:15.104195+00:00
46177,BTCUSDT,38433.58,2023-12-01 13:31:16.717212+00:00
46178,BTCUSDT,38435.72,2023-12-01 13:31:31.623016+00:00
46179,DOGEUSDT,0.0834,2023-12-01 13:31:34.283851+00:00
46180,ETHUSDT,2090.1,2023-12-01 13:31:46.063210+00:00
46181,DOGEUSDT,0.0834,2023-12-01 13:31:49.804826+00:00
46182,LTCUSDT,71.52,2023-12-01 13:31:53.705115+00:00
46183,BTCUSDT,38435.72,2023-12-01 13:32:02.161493+00:00
46184,BTCUSDT,38435.72,2023-12-01 13:32:17.697574+00:00
46185,LTCUSDT,71.51,2023-12-01 13:32:24.359127+00:00
46186,ETHUSDT,2089.66,2023-12-01 13:32:31.980605+00:00
46187,ETHUSDT,2089.33,2023-12-01 13:32:47.029878+00:00
46188,DOGEUSDT,0.08337,2023-12-01 13:32:51.514867+00:00
